atm_name,transaction_date,total_amount_withdrawn,weekday,working_day,day_of_week,day_of_month,month,week_of_month,is_month_start,is_month_end,atm_level,atm_dow_level
Airport ATM,2011-03-15,514500,tuesday,W,1,15,3,3,0,0,413960.71428571426,388037.5
Airport ATM,2011-03-16,437300,wednesday,W,2,16,3,3,0,0,419407.14285714284,495887.5
Airport ATM,2011-03-17,380600,thursday,W,3,17,3,3,0,0,425100.0,454500.0
Airport ATM,2011-03-18,362900,friday,W,4,18,3,3,0,0,428253.5714285714,365087.5
Airport ATM,2011-03-19,355400,saturday,H,5,19,3,3,0,0,432564.28571428574,345187.5
Airport ATM,2011-03-20,300300,sunday,H,6,20,3,3,0,0,429035.71428571426,496462.5
Airport ATM,2011-03-21,517800,monday,W,0,21,3,3,0,0,427339.28571428574,336725.0
Airport ATM,2011-03-22,259400,tuesday,W,1,22,3,4,0,0,435632.14285714284,421787.5
Airport ATM,2011-03-23,480300,wednesday,W,2,23,3,4,0,0,432382.14285714284,482925.0
Airport ATM,2011-03-24,370400,thursday,W,3,24,3,4,0,0,434032.14285714284,483512.5
Airport ATM,2011-03-25,231700,friday,W,4,25,3,4,0,0,439914.28571428574,361125.0
Airport ATM,2011-03-26,448900,saturday,H,5,26,3,4,0,0,437785.71428571426,350175.0
Airport ATM,2011-03-27,360300,sunday,H,6,27,3,4,0,0,432092.85714285716,504500.0
Airport ATM,2011-03-28,493400,monday,W,0,28,3,4,0,0,434246.4285714286,357462.5
Airport ATM,2011-03-29,523300,tuesday,W,1,29,3,5,0,1,439217.85714285716,417712.5
Airport ATM,2011-03-30,627600,wednesday,W,2,30,3,5,0,1,439367.85714285716,476075.0
Airport ATM,2011-03-31,629200,thursday,W,3,31,3,5,0,1,439753.5714285714,502962.5
Airport ATM,2011-04-01,480700,friday,W,4,1,4,1,1,0,449982.14285714284,381300.0
Airport ATM,2011-04-02,555800,saturday,H,5,2,4,1,1,0,451685.71428571426,343412.5
Airport ATM,2011-04-03,580000,sunday,H,6,3,4,1,1,0,450614.28571428574,508950.0
Airport ATM,2011-04-04,412900,monday,W,0,4,4,1,0,0,456021.4285714286,370100.0
Airport ATM,2011-04-05,406000,tuesday,W,1,5,4,1,0,0,456132.14285714284,414275.0
Airport ATM,2011-04-06,696000,wednesday,W,2,6,4,1,0,0,446678.5714285714,450675.0
Airport ATM,2011-04-07,637400,thursday,W,3,7,4,1,0,0,448610.71428571426,526487.5
Airport ATM,2011-04-08,209400,friday,W,4,8,4,2,0,0,458067.85714285716,403875.0
Airport ATM,2011-04-09,550300,saturday,H,5,9,4,2,0,0,454853.5714285714,318825.0
Airport ATM,2011-04-10,350200,sunday,H,6,10,4,2,0,0,451864.28571428574,524087.5
Airport ATM,2011-04-11,442100,monday,W,0,11,4,2,0,0,451667.85714285716,377862.5
Airport ATM,2011-04-12,479600,tuesday,H,1,12,4,2,0,0,450503.5714285714,423812.5
Airport ATM,2011-04-13,178400,wednesday,W,2,13,4,2,0,0,449257.14285714284,465375.0
Airport ATM,2011-04-14,311800,thursday,H,3,14,4,2,0,0,440010.71428571426,514050.0
Airport ATM,2011-04-15,531500,friday,W,4,15,4,3,0,0,437553.5714285714,406312.5
Airport ATM,2011-04-16,456400,saturday,H,5,16,4,3,0,0,443575.0,354987.5
Airport ATM,2011-04-17,268000,sunday,H,6,17,4,3,0,0,447182.14285714284,524362.5
Airport ATM,2011-04-18,482600,monday,W,0,18,4,3,0,0,446028.5714285714,367887.5
Airport ATM,2011-04-19,217700,tuesday,W,1,19,4,3,0,0,444771.4285714286,448437.5
Airport ATM,2011-04-20,343500,wednesday,W,2,20,4,3,0,0,443282.14285714284,448787.5
Airport ATM,2011-04-21,246700,thursday,W,3,21,4,3,0,0,438396.4285714286,502725.0
Airport ATM,2011-04-22,262900,friday,H,4,22,4,4,0,0,433978.5714285714,411437.5
Airport ATM,2011-04-23,212600,saturday,H,5,23,4,4,0,0,435092.85714285716,351437.5
Airport ATM,2011-04-24,325700,sunday,H,6,24,4,4,0,0,426653.5714285714,474900.0
Airport ATM,2011-04-25,55600,monday,W,0,25,4,4,0,0,425417.85714285716,371100.0
Airport ATM,2011-04-26,290300,tuesday,W,1,26,4,4,0,0,409782.14285714284,411112.5
Airport ATM,2011-04-27,359800,wednesday,W,2,27,4,4,0,0,401460.71428571426,420187.5
Airport ATM,2011-04-28,392100,thursday,W,3,28,4,4,0,1,391896.4285714286,470600.0
Airport ATM,2011-04-29,348700,friday,W,4,29,4,5,0,1,383428.5714285714,417600.0
Airport ATM,2011-04-30,614900,saturday,H,5,30,4,5,0,1,378714.28571428574,340900.0
Airport ATM,2011-05-01,468900,sunday,H,6,1,5,1,1,0,380825.0,478537.5
Airport ATM,2011-05-02,617800,monday,W,0,2,5,1,1,0,376857.14285714284,376137.5
Airport ATM,2011-05-03,552900,tuesday,W,1,3,5,1,1,0,384175.0,437112.5
Airport ATM,2011-05-04,634000,wednesday,W,2,4,5,1,0,0,389421.4285714286,405462.5
Airport ATM,2011-05-05,563300,thursday,W,3,5,5,1,0,0,387207.14285714284,469612.5
Airport ATM,2011-05-06,663000,friday,W,4,6,5,1,0,0,384560.71428571426,441437.5
Airport ATM,2011-05-07,641300,saturday,H,5,7,5,1,0,0,400760.71428571426,386350.0
Airport ATM,2011-05-08,332600,sunday,H,6,8,5,2,0,0,404010.71428571426,479450.0
Airport ATM,2011-05-09,403800,monday,W,0,9,5,2,0,0,403382.14285714284,373250.0
Airport ATM,2011-05-10,364400,tuesday,W,1,10,5,2,0,0,402014.28571428574,428250.0
Airport ATM,2011-05-11,489700,wednesday,W,2,11,5,2,0,0,397900.0,386700.0
Airport ATM,2011-05-12,598500,thursday,W,3,12,5,2,0,0,409017.85714285716,476162.5
Airport ATM,2011-05-13,382100,friday,W,4,13,5,2,0,0,419257.14285714284,468675.0
Airport ATM,2011-05-14,362200,saturday,H,5,14,5,2,0,0,413921.4285714286,388750.0
Airport ATM,2011-05-15,306700,sunday,H,6,15,5,3,0,0,410557.14285714284,480300.0
Airport ATM,2011-05-16,357500,monday,W,0,16,5,3,0,0,411939.28571428574,374050.0
Airport ATM,2011-05-17,331200,tuesday,H,1,17,5,3,0,0,407471.4285714286,408212.5
Airport ATM,2011-05-18,534300,wednesday,W,2,18,5,3,0,0,411525.0,395675.0
Airport ATM,2011-05-19,462900,thursday,W,3,19,5,3,0,0,418339.28571428574,482912.5
Airport ATM,2011-05-20,492000,friday,W,4,20,5,3,0,0,426060.71428571426,480237.5
Airport ATM,2011-05-21,467700,saturday,H,5,21,5,3,0,0,434242.85714285716,421287.5
Airport ATM,2011-05-22,303300,sunday,H,6,22,5,4,0,0,443353.5714285714,482650.0
Airport ATM,2011-05-23,402400,monday,W,0,23,5,4,0,0,442553.5714285714,366925.0
Airport ATM,2011-05-24,381900,tuesday,W,1,24,5,4,0,0,454939.28571428574,396837.5
Airport ATM,2011-05-25,272300,wednesday,W,2,25,5,4,0,0,458210.71428571426,378000.0
Airport ATM,2011-05-26,520300,thursday,W,3,26,5,4,0,0,455085.71428571426,438500.0
Airport ATM,2011-05-27,282700,friday,W,4,27,5,4,0,0,459664.28571428574,466625.0
Airport ATM,2011-05-28,406400,saturday,H,5,28,5,4,0,0,457307.14285714284,396537.5
Airport ATM,2011-05-29,361800,sunday,H,6,29,5,5,0,1,449860.71428571426,463975.0
Airport ATM,2011-05-30,483400,monday,W,0,30,5,5,0,1,446035.71428571426,339650.0
Airport ATM,2011-05-31,500800,tuesday,W,1,31,5,5,0,1,441235.71428571426,405650.0
Airport ATM,2011-06-01,729400,wednesday,W,2,1,6,1,1,0,439375.0,389850.0
Airport ATM,2011-06-02,580200,thursday,W,3,2,6,1,1,0,442782.14285714284,442675.0
Airport ATM,2011-06-03,372100,friday,W,4,3,6,1,1,0,443385.71428571426,459475.0
Airport ATM,2011-06-04,682500,saturday,H,5,4,6,1,0,0,432996.4285714286,416875.0
Airport ATM,2011-06-05,436900,sunday,H,6,5,6,1,0,0,434467.85714285716,480500.0
Airport ATM,2011-06-06,516500,monday,W,0,6,6,1,0,0,438192.85714285716,350487.5
Airport ATM,2011-06-07,496900,tuesday,W,1,7,6,1,0,0,442217.85714285716,414950.0
Airport ATM,2011-06-08,519100,wednesday,W,2,8,6,2,0,0,446950.0,392012.5
Airport ATM,2011-06-09,430100,thursday,W,3,9,6,2,0,0,448000.0,485262.5
Airport ATM,2011-06-10,460200,friday,W,4,10,6,2,0,0,441985.71428571426,474262.5
Airport ATM,2011-06-11,479000,saturday,H,5,11,6,2,0,0,444775.0,407962.5
Airport ATM,2011-06-12,321000,sunday,H,6,12,6,2,0,0,448946.4285714286,483325.0
Airport ATM,2011-06-13,368500,monday,W,0,13,6,2,0,0,449457.14285714284,357112.5
Airport ATM,2011-06-14,288700,tuesday,W,1,14,6,2,0,0,449850.0,400687.5
Airport ATM,2011-06-15,457100,wednesday,W,2,15,6,3,0,0,448332.14285714284,400887.5
Airport ATM,2011-06-16,440300,thursday,W,3,16,6,3,0,0,445575.0,499462.5
Airport ATM,2011-06-17,304100,friday,W,4,17,6,3,0,0,444767.85714285716,498462.5
Airport ATM,2011-06-18,413800,saturday,H,5,18,6,3,0,0,438057.14285714284,413112.5
Airport ATM,2011-06-19,273900,sunday,H,6,19,6,3,0,0,436132.14285714284,508475.0
Airport ATM,2011-06-20,566400,monday,W,0,20,6,3,0,0,435082.14285714284,350637.5
Airport ATM,2011-06-21,316900,tuesday,W,1,21,6,3,0,0,440939.28571428574,464537.5
Airport ATM,2011-06-22,446400,wednesday,W,2,22,6,4,0,0,438617.85714285716,404212.5
Airport ATM,2011-06-23,331700,thursday,W,3,23,6,4,0,0,444835.71428571426,510287.5
Airport ATM,2011-06-24,487500,friday,W,4,24,6,4,0,0,438100.0,490912.5
Airport ATM,2011-06-25,466300,saturday,H,5,25,6,4,0,0,445414.28571428574,430462.5
Airport ATM,2011-06-26,387500,sunday,H,6,26,6,4,0,0,447553.5714285714,489900.0
Airport ATM,2011-06-27,376700,monday,W,0,27,6,4,0,0,448471.4285714286,340462.5
Airport ATM,2011-06-28,286900,tuesday,W,1,28,6,4,0,1,444660.71428571426,434400.0
Airport ATM,2011-06-29,573900,wednesday,W,2,29,6,5,0,1,437021.4285714286,370962.5
Airport ATM,2011-06-30,570300,thursday,W,3,30,6,5,0,1,431467.85714285716,502775.0
Airport ATM,2011-07-01,500200,friday,W,4,1,7,1,1,0,431114.28571428574,491787.5
Airport ATM,2011-07-02,714200,saturday,H,5,2,7,1,1,0,435689.28571428574,410112.5
Airport ATM,2011-07-03,472800,sunday,H,6,3,7,1,1,0,436821.4285714286,499012.5
Airport ATM,2011-07-04,615600,monday,W,0,4,7,1,0,0,438103.5714285714,357987.5
Airport ATM,2011-07-05,460300,tuesday,W,1,5,7,1,0,0,441642.85714285716,460875.0
Airport ATM,2011-07-06,569400,wednesday,W,2,6,7,1,0,0,440335.71428571426,382950.0
Airport ATM,2011-07-07,595300,thursday,W,3,7,7,1,0,0,442132.14285714284,512737.5
Airport ATM,2011-07-08,408600,friday,W,4,8,7,2,0,0,448032.14285714284,491387.5
Airport ATM,2011-07-09,700300,saturday,H,5,9,7,2,0,0,446189.28571428574,413425.0
Airport ATM,2011-07-10,462100,sunday,H,6,10,7,2,0,0,454092.85714285716,541275.0
Airport ATM,2011-07-11,706300,monday,W,0,11,7,2,0,0,459132.14285714284,377412.5
Airport ATM,2011-07-12,526300,tuesday,W,1,12,7,2,0,0,471196.4285714286,504475.0
Airport ATM,2011-07-13,612900,wednesday,W,2,13,7,2,0,0,479682.14285714284,407337.5
Airport ATM,2011-07-14,564500,thursday,W,3,14,7,2,0,0,485246.4285714286,522562.5
Airport ATM,2011-07-15,397200,friday,W,4,15,7,3,0,0,489682.14285714284,504087.5
Airport ATM,2011-07-16,434600,saturday,H,5,16,7,3,0,0,493007.14285714284,401575.0
Airport ATM,2011-07-17,424200,sunday,H,6,17,7,3,0,0,493750.0,537137.5
Airport ATM,2011-07-18,417500,monday,W,0,18,7,3,0,0,499117.85714285716,392525.0
Airport ATM,2011-07-19,358500,tuesday,W,1,19,7,3,0,0,493800.0,506362.5
Airport ATM,2011-07-20,516200,wednesday,W,2,20,7,3,0,0,495285.71428571426,404412.5
Airport ATM,2011-07-21,461900,thursday,W,3,21,7,3,0,0,497778.5714285714,553050.0
Airport ATM,2011-07-22,491800,friday,W,4,22,7,4,0,0,502428.5714285714,496787.5
Airport ATM,2011-07-23,365100,saturday,H,5,23,7,4,0,0,502582.14285714284,427712.5
Airport ATM,2011-07-24,423200,sunday,H,6,24,7,4,0,0,498967.85714285716,531975.0
Airport ATM,2011-07-25,437600,monday,W,0,25,7,4,0,0,500242.85714285716,400200.0
Airport ATM,2011-07-26,269000,tuesday,W,1,26,7,4,0,0,502417.85714285716,500637.5
Airport ATM,2011-07-27,401300,wednesday,W,2,27,7,4,0,0,501778.5714285714,375437.5
Airport ATM,2011-07-28,369100,thursday,W,3,28,7,4,0,0,495614.28571428574,512037.5
Airport ATM,2011-07-29,272400,friday,W,4,29,7,5,0,1,488428.5714285714,470400.0
Airport ATM,2011-07-30,663800,saturday,H,5,30,7,5,0,1,480292.85714285716,415250.0
Airport ATM,2011-07-31,347300,sunday,H,6,31,7,5,0,1,478492.85714285716,529637.5
Airport ATM,2011-08-01,657800,monday,W,0,1,8,1,1,0,474010.71428571426,389000.0
Airport ATM,2011-08-02,671500,tuesday,W,1,2,8,1,1,0,475517.85714285716,518300.0
Airport ATM,2011-08-03,554300,wednesday,W,2,3,8,1,1,0,483060.71428571426,397262.5
Airport ATM,2011-08-04,575500,thursday,W,3,4,8,1,0,0,482521.4285714286,516437.5
Airport ATM,2011-08-05,451000,friday,W,4,5,8,1,0,0,481814.28571428574,488575.0
Airport ATM,2011-08-06,716600,saturday,H,5,6,8,1,0,0,483328.5714285714,414100.0
Airport ATM,2011-08-07,525800,sunday,H,6,7,8,1,0,0,483910.71428571426,559337.5
Airport ATM,2011-08-08,605500,monday,W,0,8,8,2,0,0,486185.71428571426,414600.0
Airport ATM,2011-08-09,604700,tuesday,W,1,9,8,2,0,0,482585.71428571426,547925.0
Airport ATM,2011-08-10,578500,wednesday,W,2,10,8,2,0,0,485385.71428571426,436762.5
Airport ATM,2011-08-11,509500,thursday,W,3,11,8,2,0,0,484157.14285714284,531612.5
Airport ATM,2011-08-12,326400,friday,W,4,12,8,2,0,0,482192.85714285716,497225.0
Airport ATM,2011-08-13,515200,saturday,H,5,13,8,2,0,0,479664.28571428574,416887.5
Airport ATM,2011-08-14,324400,sunday,H,6,14,8,2,0,0,482542.85714285716,572012.5
Airport ATM,2011-08-15,124100,monday,H,0,15,8,3,0,0,478978.5714285714,420912.5
Airport ATM,2011-08-16,409000,tuesday,W,1,16,8,3,0,0,468500.0,492637.5
Airport ATM,2011-08-17,520400,wednesday,W,2,17,8,3,0,0,470303.5714285714,448275.0
Airport ATM,2011-08-18,413000,thursday,W,3,18,8,3,0,0,470453.5714285714,540862.5
Airport ATM,2011-08-19,340600,friday,W,4,19,8,3,0,0,468707.14285714284,507387.5
Airport ATM,2011-08-20,238500,saturday,H,5,20,8,3,0,0,463307.14285714284,398525.0
Airport ATM,2011-08-21,379300,sunday,H,6,21,8,3,0,0,458785.71428571426,543537.5
Airport ATM,2011-08-22,316700,monday,W,0,22,8,4,0,0,457217.85714285716,419887.5
Airport ATM,2011-08-23,376500,tuesday,W,1,23,8,4,0,0,452900.0,485137.5
Airport ATM,2011-08-24,332900,wednesday,W,2,24,8,4,0,0,456739.28571428574,459475.0
Airport ATM,2011-08-25,374900,thursday,W,3,25,8,4,0,0,454296.4285714286,510737.5
Airport ATM,2011-08-26,464600,friday,W,4,26,8,4,0,0,454503.5714285714,482962.5
Airport ATM,2011-08-27,628900,saturday,H,5,27,8,4,0,0,461367.85714285716,394075.0
Airport ATM,2011-08-28,292800,sunday,H,6,28,8,4,0,0,460121.4285714286,532875.0
Airport ATM,2011-08-29,317900,monday,W,0,29,8,5,0,1,458175.0,397387.5
Airport ATM,2011-08-30,550100,tuesday,W,1,30,8,5,0,1,446035.71428571426,447925.0
Airport ATM,2011-08-31,384800,wednesday,H,2,31,8,5,0,1,441700.0,470700.0
Airport ATM,2011-09-01,383300,thursday,H,3,1,9,1,1,0,435646.4285714286,487662.5
Airport ATM,2011-09-02,600600,friday,W,4,2,9,1,1,0,428782.14285714284,456462.5
Airport ATM,2011-09-03,747200,saturday,H,5,3,9,1,1,0,434125.0,418075.0
Airport ATM,2011-09-04,576100,sunday,H,6,4,9,1,0,0,435217.85714285716,538737.5
Airport ATM,2011-09-05,644200,monday,W,0,5,9,1,0,0,437014.28571428574,411637.5
Airport ATM,2011-09-06,631000,tuesday,W,1,6,9,1,0,0,438396.4285714286,440162.5
Airport ATM,2011-09-07,730000,wednesday,W,2,7,9,1,0,0,439335.71428571426,483787.5
Airport ATM,2011-09-08,683800,thursday,W,3,8,9,2,0,0,444746.4285714286,502300.0
Airport ATM,2011-09-09,484900,friday,W,4,9,9,2,0,0,450971.4285714286,471375.0
Airport ATM,2011-09-10,663300,saturday,H,5,10,9,2,0,0,456632.14285714284,429037.5
Airport ATM,2011-09-11,312200,sunday,H,6,11,9,2,0,0,461921.4285714286,567325.0
Airport ATM,2011-09-12,412900,monday,W,0,12,9,2,0,0,461485.71428571426,397637.5
Airport ATM,2011-09-13,449000,tuesday,W,1,13,9,2,0,0,471800.0,439587.5
Airport ATM,2011-09-14,437400,wednesday,W,2,14,9,2,0,0,473228.5714285714,495100.0
Airport ATM,2011-09-15,374800,thursday,W,3,15,9,3,0,0,470264.28571428574,492450.0
Airport ATM,2011-09-16,354800,friday,W,4,16,9,3,0,0,468900.0,460487.5
Airport ATM,2011-09-17,624100,saturday,H,5,17,9,3,0,0,469407.14285714284,411912.5
Airport ATM,2011-09-18,278400,sunday,H,6,18,9,3,0,0,483178.5714285714,599700.0
Airport ATM,2011-09-19,493600,monday,W,0,19,9,3,0,0,479575.0,379537.5
Airport ATM,2011-09-20,378400,tuesday,W,1,20,9,3,0,0,485892.85714285716,446587.5
Airport ATM,2011-09-21,344200,wednesday,W,2,21,9,3,0,0,485960.71428571426,508775.0
Airport ATM,2011-09-22,286400,thursday,W,3,22,9,4,0,0,486364.28571428574,485312.5
Airport ATM,2011-09-23,304300,friday,W,4,23,9,4,0,0,483203.5714285714,450150.0
Airport ATM,2011-09-24,491800,saturday,H,5,24,9,4,0,0,477478.5714285714,415900.0
Airport ATM,2011-09-25,475100,sunday,H,6,25,9,4,0,0,472582.14285714284,578200.0
Airport ATM,2011-09-26,433600,monday,W,0,26,9,4,0,0,479092.85714285716,395512.5
Airport ATM,2011-09-27,333100,tuesday,W,1,27,9,4,0,0,483225.0,418562.5
Airport ATM,2011-09-28,417900,wednesday,W,2,28,9,4,0,1,475475.0,466475.0
Airport ATM,2011-09-29,401100,thursday,W,3,29,9,5,0,1,476657.14285714284,468262.5
Airport ATM,2011-09-30,338600,friday,W,4,30,9,5,0,1,477292.85714285716,428350.0
Airport ATM,2011-10-01,721900,saturday,H,5,1,10,1,1,0,467935.71428571426,401850.0
Airport ATM,2011-10-02,397700,sunday,H,6,2,10,1,1,0,467032.14285714284,578862.5
Airport ATM,2011-10-03,338600,monday,W,0,3,10,1,1,0,460660.71428571426,379500.0
Airport ATM,2011-10-04,704300,tuesday,W,1,4,10,1,0,0,449746.4285714286,385200.0
Airport ATM,2011-10-05,380000,wednesday,H,2,5,10,1,0,0,452364.28571428574,478925.0
Airport ATM,2011-10-06,411600,thursday,H,3,6,10,1,0,0,439864.28571428574,443450.0
Airport ATM,2011-10-07,485400,friday,W,4,7,10,1,0,0,430142.85714285716,416112.5
Airport ATM,2011-10-08,615700,saturday,H,5,8,10,2,0,0,430160.71428571426,421725.0
Airport ATM,2011-10-09,496400,sunday,H,6,9,10,2,0,0,428460.71428571426,591425.0
Airport ATM,2011-10-10,751900,monday,W,0,10,10,2,0,0,435039.28571428574,401000.0
Airport ATM,2011-10-11,516900,tuesday,W,1,11,10,2,0,0,447146.4285714286,463675.0
Airport ATM,2011-10-12,498600,wednesday,W,2,12,10,2,0,0,449571.4285714286,492412.5
Airport ATM,2011-10-13,602900,thursday,W,3,13,10,2,0,0,451757.14285714284,440725.0
Airport ATM,2011-10-14,395500,friday,W,4,14,10,2,0,0,459903.5714285714,439850.0
Airport ATM,2011-10-15,632400,saturday,H,5,15,10,3,0,0,461357.14285714284,428587.5
Airport ATM,2011-10-16,399500,sunday,H,6,16,10,3,0,0,461653.5714285714,640662.5
Airport ATM,2011-10-17,252100,monday,W,0,17,10,3,0,0,465978.5714285714,403525.0
Airport ATM,2011-10-18,496300,tuesday,W,1,18,10,3,0,0,457353.5714285714,455600.0
Airport ATM,2011-10-19,366100,wednesday,W,2,19,10,3,0,0,461564.28571428574,507387.5
Airport ATM,2011-10-20,381500,thursday,W,3,20,10,3,0,0,462346.4285714286,444875.0
Airport ATM,2011-10-21,401000,friday,W,4,21,10,3,0,0,465742.85714285716,440675.0
Airport ATM,2011-10-22,489100,saturday,H,5,22,10,4,0,0,469196.4285714286,420637.5
Airport ATM,2011-10-23,327700,sunday,H,6,23,10,4,0,0,469100.0,623187.5
Airport ATM,2011-10-24,412700,monday,W,0,24,10,4,0,0,463835.71428571426,407887.5
Airport ATM,2011-10-25,292900,tuesday,W,1,25,10,4,0,0,463089.28571428574,467450.0
Airport ATM,2011-10-26,151000,wednesday,H,2,26,10,4,0,0,461653.5714285714,475237.5
Airport ATM,2011-10-27,514300,thursday,W,3,27,10,4,0,0,452121.4285714286,415650.0
Airport ATM,2011-10-28,403100,friday,W,4,28,10,4,0,0,456164.28571428574,457050.0
Airport ATM,2011-10-29,280900,saturday,H,5,29,10,5,0,1,458467.85714285716,395950.0
Airport ATM,2011-10-30,339100,sunday,H,6,30,10,5,0,1,442717.85714285716,564900.0
Airport ATM,2011-10-31,506700,monday,W,0,31,10,5,0,1,440625.0,378262.5
Airport ATM,2011-11-01,429900,tuesday,W,1,1,11,1,1,0,446628.5714285714,450262.5
