transaction_id,timestamp,amount,state,merchant_category,card_present,distance_from_home,time_since_last_transaction,transaction_count_24h,device_type,operating_system,browser_type,failed_attempts_1h,ip_proxy_score,transaction_velocity_6h,customer_age_years,account_age_days,card_bin_risk_score,customer_risk_score,chargeback_flag,is_fraud,hour_of_day,day_of_week,weekend,is_night,amount_bracket,amount_velocity_24h,composite_risk_score,location_risk_score
TXN-00012929,2024-03-01 01:05:15,385.25,MI,Gas Station,1,57.1,75.44183785573486,1,Tablet,Android,,2,0.2295205975192957,3,50,396,0.1957715391125682,0.32612029250503,0,0,1,4,0,1,Very High,80.54782702670843,0.3384,0.3413234180507909
TXN-00012927,2024-03-01 01:05:15,92.88,PA,Retail,1,158.0,61.12548692323637,8,Tablet,Other,Chrome,1,0.14724473993387,1,53,172,0.3789790674093327,0.1666194545120556,0,0,1,4,0,1,Very Low,155.57051749448803,0.2897,0.3548710022033987
TXN-00012888,2024-03-01 01:05:15,95.2,OH,Entertainment,1,28.8,30.79060366078383,12,Tablet,Windows,Chrome,0,0.0771456415467946,5,40,869,0.5471939404746319,0.5605633946606013,1,1,1,4,0,1,High,80.95281875521741,0.2568,0.3335276604130589
TXN-00012805,2024-03-01 01:05:15,48.18,TX,Gambling,0,105.7,36.65795719210059,7,Tablet,Linux,Other,1,0.4512147655445799,13,57,920,0.4151729612621748,0.1215944499488515,0,0,1,4,0,1,Medium,123.22785300118848,0.4319,0.1108244738907024
TXN-00012855,2024-03-01 01:05:15,97.17,GA,Retail,0,29.5,6.860582271507148,2,Mobile,macOS,Other,0,0.2042266892787673,7,33,945,0.2885351785734122,0.4714884044643405,0,0,1,4,0,1,High,108.88047968232854,0.3248,0.1318145857771857
TXN-00012902,2024-03-01 01:05:15,40.31,CA,Gas Station,0,25.7,52.197009191463934,7,Desktop,iOS,Firefox,0,0.4501410630485796,4,63,585,0.0764767354254528,0.3669611976096673,0,0,1,4,0,1,Medium,107.23708377212964,0.236,0.4456959730378116
TXN-00012948,2024-03-01 01:05:15,13.52,OH,Online Shopping,1,73.9,68.08511831798194,2,Mobile,Android,Safari,0,0.2213193705127821,8,24,348,0.2627066152173151,0.1069370711711341,0,0,1,4,0,1,Medium,143.55493254233065,0.2512,0.1775528295283729
TXN-00012789,2024-03-01 01:05:15,17.04,FL,Electronics,1,11.9,48.13514283138749,9,Desktop,Windows,Firefox,0,0.2793524761770229,6,33,477,0.1221181500806593,0.2139102767834597,0,0,1,4,0,1,Medium,114.17712663476658,0.2959,0.3199558515619677
TXN-00012816,2024-03-01 01:05:15,41.5,OH,Retail,1,113.3,29.079295629899487,7,Desktop,Android,Safari,1,0.7272325964337052,12,61,1144,0.3653451435347363,0.2914329063228538,0,0,1,4,0,1,Very Low,42.95198922228885,0.2319,0.1927126494058188
TXN-00012970,2024-03-01 02:05:15,13.4,IL,Online Shopping,1,21.2,41.46846696227513,8,Desktop,macOS,Safari,1,0.1059292930850748,0,50,971,0.0580890598012229,0.4352642681873622,0,0,2,4,0,1,Medium,99.62034358762776,0.3781,0.4228964944883752
TXN-00013051,2024-03-01 02:05:15,30.22,NC,Dining,1,163.9,19.31494221037727,4,Tablet,Linux,Chrome,0,0.023828082652546,5,42,879,0.4103667627408319,0.2616399833306178,0,0,2,4,0,1,Very Low,74.85613854938225,0.201,0.2326626990690302
TXN-00013102,2024-03-01 02:05:15,36.32,FL,Grocery,0,150.0,85.67745304408558,9,Desktop,Windows,Edge,0,0.3640424260196087,4,61,944,0.0835000427639255,0.2260457860237129,0,0,2,4,0,1,Low,102.36861205768032,0.1789,0.0980624425815498
TXN-00013049,2024-03-01 02:05:15,98.78,FL,Entertainment,1,127.5,7.738214003714513,8,Desktop,Android,Firefox,1,0.128312277005141,0,55,945,0.2282365647223714,0.1973707569118329,0,0,2,4,0,1,Very Low,27.11341611051849,0.3003,0.1541385326159493
TXN-00013039,2024-03-01 02:05:15,18.59,CA,Dining,1,28.2,23.80328132982368,5,Desktop,macOS,Firefox,1,0.199068508572713,9,36,880,0.2645830778929164,0.405544339384454,0,0,2,4,0,1,Very Low,95.76417604339186,0.2239,0.13157159530476
TXN-00013067,2024-03-01 02:05:15,117.78,OH,Gas Station,1,79.3,69.47490666630247,2,Mobile,macOS,Firefox,0,0.3101366573617361,10,72,1419,0.2058440643572883,0.4013416957144484,0,0,2,4,0,1,Medium,91.37371081498029,0.2592,0.2702530474498228
TXN-00013052,2024-03-01 02:05:15,114.07,PA,Electronics,0,61.5,91.71733660274546,10,Mobile,Windows,Safari,1,0.2895531592513704,21,66,1400,0.2814517077256752,0.1814787462281692,0,0,2,4,0,1,Medium,128.62980748846044,0.2093,0.2235179710167507
TXN-00013061,2024-03-01 02:05:15,224.99,CA,Grocery,1,164.1,39.51584716512487,6,Tablet,Other,Chrome,0,0.3422448144674885,7,33,441,0.5645694200701755,0.1331279090146178,0,0,2,4,0,1,Very High,123.3670507969985,0.3031,0.0491996976953482
TXN-00013048,2024-03-01 02:05:15,186.66,NC,Electronics,1,109.7,40.82850472155949,6,Tablet,Windows,Chrome,0,0.4667494499626529,1,49,964,0.2496924251791104,0.200525295249358,0,0,2,4,0,1,Medium,123.42070662186887,0.2687,0.0204087205371382
TXN-00013002,2024-03-01 02:05:15,135.9,PA,Dining,1,74.5,22.52755419957517,6,Desktop,macOS,Chrome,1,0.3042071905551791,6,47,1306,0.1400631004809599,0.3921089629825755,0,0,2,4,0,1,High,137.51190725387474,0.3354,0.2139305405152637
TXN-00012961,2024-03-01 02:05:15,37.92,TX,Travel,0,71.4,20.730993487693773,10,Tablet,Windows,Edge,0,0.657662893092976,6,51,1088,0.2500975668616566,0.464566238805203,0,0,2,4,0,1,Medium,119.96176614140428,0.302,0.3040723943236222
TXN-00013025,2024-03-01 02:05:15,93.46,IL,Dining,0,82.6,22.755726219267835,4,Desktop,Windows,Chrome,2,0.1376612926278294,7,47,1390,0.6708713737493095,0.1145448284809429,0,0,2,4,0,1,Medium,124.02421104909185,0.3174,0.2568070013385367
TXN-00012990,2024-03-01 02:05:15,57.32,NC,Retail,1,101.7,72.01449492019853,8,Mobile,Linux,Firefox,1,0.2366162538766431,14,30,1072,0.2737660281351363,0.1919839288215701,0,0,2,4,0,1,High,80.24754752900523,0.2869,0.041173784771002
TXN-00013026,2024-03-01 02:05:15,95.99,CA,Online Shopping,1,7.2,6.446294701464323,10,Mobile,macOS,Chrome,3,0.574173283748614,6,45,1164,0.2501992736145767,0.1628858572331278,0,0,2,4,0,1,Medium,100.01084177790186,0.3181,0.238456134020494
TXN-00013006,2024-03-01 02:05:15,265.83,CA,Online Shopping,1,74.9,24.51073008646949,2,Tablet,Linux,Chrome,0,0.1818265648703087,3,53,1161,0.077794285410656,0.2502860661199502,0,0,2,4,0,1,Medium,116.6073837863546,0.1703,0.257073957362121
TXN-00013089,2024-03-01 02:05:15,24.19,IL,Entertainment,0,75.1,72.72479928187762,5,Desktop,macOS,,2,0.3121671909669463,3,62,714,0.5721665960366643,0.1204603709537214,0,0,2,4,0,1,Low,132.84300871413615,0.3697,0.1744605951505811
TXN-00013201,2024-03-01 03:05:15,30.16,PA,Retail,1,25.8,47.554229235042975,9,Desktop,Android,Firefox,0,0.2573621380687738,10,53,668,0.4164166446664996,0.3237291006386025,0,0,3,4,0,1,Very Low,74.33774000373408,0.2598,0.1461882398707647
TXN-00013239,2024-03-01 03:05:15,4.8,NY,Electronics,1,179.0,28.910242051303392,2,Desktop,iOS,Chrome,1,0.1193923060243671,17,54,1040,0.0774900835927948,0.5555452719996173,0,0,3,4,0,1,Very Low,69.94066977053058,0.1613,0.1439871076580939
TXN-00013240,2024-03-01 03:05:15,48.3,PA,Travel,1,111.7,27.618748528179587,12,Tablet,Linux,Chrome,1,0.7346039239028365,7,45,752,0.2561270045841415,0.3445273794616846,0,0,3,4,0,1,Medium,78.59203978765234,0.2485,0.1306366995429715
TXN-00013226,2024-03-01 03:05:15,11.06,CA,Grocery,0,261.5,44.61613634749204,1,Mobile,Android,Firefox,1,0.6000529905549326,6,48,940,0.2996005571895719,0.2386558376485502,0,0,3,4,0,1,Low,104.07820360331408,0.2472,0.2689847735666155
TXN-00013138,2024-03-01 03:05:15,13.92,TX,Money Transfer,1,41.1,31.93627047551008,12,Tablet,Windows,Chrome,1,0.3348311808371476,3,31,983,0.3251746042635853,0.2304079005006949,0,0,3,4,0,1,Very Low,109.50653758454804,0.1242,0.3593665631607062
TXN-00013150,2024-03-01 03:05:15,105.78,MI,Dining,1,243.7,28.293048738809546,8,Desktop,iOS,Safari,0,0.5211327337365657,5,43,1122,0.1183585435809747,0.51420506064938,0,0,3,4,0,1,High,105.51371765088982,0.297,0.1832528146687215
TXN-00013203,2024-03-01 03:05:15,76.61,CA,Grocery,0,100.0,8.927457949821946,0,Desktop,Android,Chrome,0,0.4628025423851432,7,23,1545,0.1252699210057546,0.2619869170438052,0,0,3,4,0,1,Medium,124.62649876854198,0.3103,0.3294560652605269
TXN-00013277,2024-03-01 03:05:15,399.08,CA,Department Store,1,11.0,47.446695713233936,13,Mobile,Android,Safari,1,0.2209136699395463,3,30,913,0.1965226397688091,0.4322769708158538,0,0,3,4,0,1,Very High,93.67928481840804,0.2072,0.0973708288601249
TXN-00013303,2024-03-01 04:05:15,140.67,CA,Retail,1,23.5,68.11158205612139,8,Desktop,Linux,Edge,0,0.2613376568019577,10,41,880,0.2057930696395824,0.1364803361981419,0,0,4,4,0,1,High,122.53664416979082,0.2312,0.2816699744332204
TXN-00013302,2024-03-01 04:05:15,68.88,OH,Online Shopping,1,52.2,92.46108046831762,4,Mobile,Android,Safari,0,0.0634316428468073,2,47,890,0.3873414228701376,0.4528080967386252,0,0,4,4,0,1,Very Low,102.1634726721388,0.3298,0.1486751055578163
TXN-00013412,2024-03-01 05:05:15,85.79,NC,Entertainment,0,15.0,43.28633801740231,6,Desktop,iOS,Firefox,0,0.2187037654269243,7,43,1197,0.2056812344297206,0.2819226206399649,0,0,5,4,0,1,Low,91.3796858707139,0.1786,0.2600714643206949
TXN-00013389,2024-03-01 05:05:15,41.78,FL,Dining,1,86.6,41.148615615799294,2,Mobile,Windows,Firefox,0,0.3146795660289521,3,39,957,0.140380101969335,0.4435149663889774,0,0,5,4,0,1,Low,87.28617265324337,0.1992,0.1416472400380984
TXN-00013377,2024-03-01 05:05:15,23.37,GA,Online Shopping,1,121.1,50.398664756074616,3,Mobile,macOS,Firefox,0,0.1601664735869502,4,51,464,0.1114102522834186,0.1339218015465076,0,0,5,4,0,1,Very Low,78.37050141319864,0.3867,0.3569816020508201
TXN-00013387,2024-03-01 05:05:15,24.46,TX,ATM Withdrawal,1,32.7,67.73224598179911,2,Desktop,Windows,Chrome,1,0.4198337355863864,8,50,1511,0.2581437397663663,0.5964698228119548,0,0,5,4,0,1,Very Low,56.076338478231975,0.2064,0.0919451865145565
TXN-00013398,2024-03-01 05:05:15,8.1,PA,Travel,1,65.3,33.5179546925328,4,Tablet,Android,Chrome,1,0.1602360194373693,0,31,1381,0.1993190386105935,0.2842492716311642,0,0,5,4,0,1,Low,141.53235172824196,0.1619,0.178099702121865
TXN-00013383,2024-03-01 05:05:15,13.13,NY,Dining,0,204.7,53.35400857722717,6,Mobile,iOS,Chrome,0,0.1090615690413327,7,31,387,0.3889694497912857,0.2862127592833753,0,0,5,4,0,1,High,124.51621915651236,0.2771,0.1718335299309203
TXN-00013424,2024-03-01 05:05:15,17.29,FL,Retail,1,17.9,41.07886473681,7,Tablet,iOS,Safari,1,0.1503459095211159,3,31,872,0.4869839557766001,0.1599453054576055,0,0,5,4,0,1,Low,125.29968222100857,0.3622,0.1908258265842674
TXN-00013455,2024-03-01 06:05:15,28.25,MI,Digital Goods,0,96.6,62.52954407938161,4,Desktop,Windows,Edge,1,0.0479535708303838,10,68,976,0.1929255241846611,0.4360153379840157,0,0,6,4,0,1,Very Low,46.86912480074985,0.3395,0.3339209072271474
TXN-00013480,2024-03-01 06:05:15,57.81,CA,Online Shopping,0,136.0,36.5950606942661,5,Mobile,Android,Safari,1,0.2885523028618411,18,30,69,0.1710033515002838,0.2769388909673033,0,1,6,4,0,1,Medium,132.7292660449216,0.2919,0.1206533832685653
TXN-00013462,2024-03-01 06:05:15,93.76,CA,Grocery,1,215.8,38.15409185581426,7,Mobile,iOS,Other,1,0.3776164748392063,12,45,1484,0.1491159034976298,0.274453709384354,0,0,6,4,0,1,Very Low,139.6465791222255,0.2285,0.3774862077394731
TXN-00013441,2024-03-01 06:05:15,31.79,TX,Online Shopping,1,77.5,86.44897738284136,6,Desktop,iOS,Edge,0,0.3509346557134749,19,46,1209,0.0877056320076126,0.3788261978790682,0,0,6,4,0,1,High,60.94761277078968,0.2988,0.2683098636647372
TXN-00013468,2024-03-01 06:05:15,202.35,FL,Travel,1,117.1,47.2291219713911,25,Desktop,Linux,Edge,0,0.5515441193047295,9,32,310,0.2399919184695547,0.0789283085287933,0,0,6,4,0,1,High,157.271194489357,0.3028,0.2341989811692724
TXN-00013448,2024-03-01 06:05:15,153.59,NY,Online Shopping,1,23.8,54.98130572740951,4,Desktop,Android,Chrome,1,0.0813799262793214,9,27,1097,0.0518122229210614,0.061185595096666,0,0,6,4,0,1,Low,102.30114474854906,0.2137,0.1202237884571266
TXN-00013497,2024-03-01 07:05:15,55.09,GA,Dining,1,60.5,27.230613806449934,10,Tablet,Other,Firefox,0,0.24175552727311,15,38,391,0.2612880206937175,0.1511087474673372,0,0,7,4,0,0,High,169.8099819702183,0.3885,0.3691900193447167
TXN-00013507,2024-03-01 07:05:15,373.81,IL,Retail,1,232.8,24.00231282126946,5,Tablet,Linux,Chrome,1,0.2009761382411387,2,45,907,0.5084079049247502,0.5876847540239952,0,0,7,4,0,0,Very High,45.880403657953565,0.3063,0.4353428920647057
TXN-00013509,2024-03-01 07:05:15,100.42,IL,Retail,1,8.9,83.48506230277542,10,Mobile,Windows,Chrome,0,0.2530719855653316,19,49,1171,0.1303233020344189,0.1263880333405671,0,0,7,4,0,0,Low,78.33620515288835,0.3593,0.1398016637708026
TXN-00013508,2024-03-01 07:05:15,294.8,NC,Online Shopping,1,14.3,59.14834674208966,2,Mobile,Other,Safari,3,0.1196695656994108,8,70,1108,0.4143947278511734,0.2225210932816065,0,0,7,4,0,0,Very High,87.88567231016076,0.3249,0.1241336836601209
TXN-00013529,2024-03-01 07:05:15,221.59,FL,Grocery,1,87.0,38.08957910878727,9,Mobile,iOS,Safari,0,0.3395452917929594,3,39,878,0.0953555916319839,0.1729855371903242,0,0,7,4,0,0,Very High,36.69926407567048,0.326,0.1506979792840542
TXN-00013535,2024-03-01 07:05:15,63.03,NY,Grocery,1,116.2,53.09138410436773,1,Mobile,Linux,Other,0,0.0338985044065834,8,28,860,0.2572965437919723,0.4587529839318625,0,0,7,4,0,0,Very Low,113.64547041002538,0.3142,0.1116779925138829
TXN-00013565,2024-03-01 08:05:15,49.86,NY,Entertainment,0,64.1,28.626838767282425,2,Mobile,Windows,Chrome,0,0.4432686059812361,15,46,1320,0.1880231898957509,0.3082517444764262,0,0,8,4,0,0,Low,155.1322174606943,0.371,0.142004265282951
TXN-00013590,2024-03-01 08:05:15,28.12,CA,Electronics,0,119.8,36.05349385303612,8,Desktop,Android,Firefox,0,0.2825871215299235,4,68,148,0.6910562566778794,0.3379891223750451,0,0,8,4,0,0,Very High,134.6091618623327,0.1902,0.1708128553747017
TXN-00013662,2024-03-01 09:05:15,378.15,OH,Gas Station,0,90.6,59.12340954977414,11,Desktop,Android,Other,1,0.1009491163672756,11,56,810,0.3699868917068717,0.1837133162843131,0,0,9,4,0,0,Very High,81.69326572893262,0.2075,0.2322367876905906
TXN-00013661,2024-03-01 09:05:15,25.45,GA,Travel,1,102.0,47.48274162043916,22,Tablet,Android,Other,0,0.2128372068397726,2,47,502,0.5109303170487322,0.1490579729061977,0,0,9,4,0,0,Low,119.45304195326788,0.3315,0.0845663623942974
TXN-00013618,2024-03-01 09:05:15,57.93,MI,Entertainment,1,183.3,70.19635462867042,9,Desktop,macOS,,0,0.6164487819575467,7,39,1101,0.2913944736302177,0.1531717209751198,0,0,9,4,0,0,Medium,77.06605413606901,0.3417,0.2093390413519021
TXN-00013740,2024-03-01 10:05:15,307.44,TX,Online Shopping,1,237.0,91.60910367430353,2,Mobile,Android,Safari,0,0.1432880223248956,3,45,695,0.2454173193906117,0.039079007333228,0,0,10,4,0,0,Very High,117.30866637004702,0.2827,0.0894280900380532
TXN-00013720,2024-03-01 10:05:15,20.63,FL,Gambling,1,40.1,16.637236227418448,15,Mobile,Windows,Firefox,0,0.3175354908880317,5,49,869,0.1516709487723207,0.2708195648757427,0,0,10,4,0,0,Low,100.98940181705623,0.3769,0.1988978100133819
TXN-00013722,2024-03-01 10:05:15,116.67,NC,Retail,0,201.6,35.71392490071837,5,Tablet,iOS,Chrome,0,0.547547893214934,7,29,953,0.2979257242558909,0.530917851883312,1,1,10,4,0,0,Medium,81.03736976050368,0.2412,0.0978170989514208
TXN-00013760,2024-03-01 11:05:15,79.45,PA,Grocery,1,46.5,35.44294317083914,15,Desktop,iOS,Chrome,1,0.5472895295299525,6,44,772,0.2730212721539353,0.2638047816707885,0,0,11,4,0,0,Low,108.86799540957033,0.2995,0.1259521513820779
TXN-00013804,2024-03-01 11:05:15,96.49,CA,Gas Station,0,104.8,33.12451677602198,9,Mobile,iOS,,0,0.508523418376673,5,71,988,0.1725034508751099,0.4419054619272113,0,0,11,4,0,0,High,62.04700479321925,0.3819,0.1326690132574761
TXN-00013828,2024-03-01 11:05:15,19.48,NC,Retail,1,254.9,14.823729744271736,2,Mobile,Other,Chrome,1,0.274710817164934,3,29,1252,0.3381388872681471,0.1832777204829098,0,0,11,4,0,0,Low,111.2333114954199,0.303,0.0511822204023747
TXN-00013811,2024-03-01 11:05:15,11.91,FL,Electronics,1,135.6,25.7491992003905,7,Mobile,macOS,Firefox,0,0.1663195344649375,5,60,1365,0.1705722209351934,0.2890201055430298,0,0,11,4,0,0,Low,76.74557181829356,0.1961,0.2130351684646718
TXN-00013802,2024-03-01 11:05:15,21.8,GA,Dining,1,215.5,21.18155031918605,3,Desktop,iOS,Chrome,0,0.3468122977398268,7,24,1254,0.1130966054563581,0.4912327262447166,0,0,11,4,0,0,High,56.05143883052752,0.4569,0.2689735793936695
TXN-00013800,2024-03-01 11:05:15,70.75,FL,Online Shopping,1,55.1,45.07002758578818,7,Tablet,Other,Safari,1,0.1916296240413295,12,53,992,0.1077077862797755,0.152011878599533,0,0,11,4,0,0,Very Low,102.35418927844182,0.284,0.063796064193498
TXN-00013780,2024-03-01 11:05:15,445.52,NY,Dining,1,47.2,7.27396217802543,4,Tablet,Linux,Chrome,0,0.2688939492015751,3,44,1062,0.3513193620912043,0.289883649293452,0,0,11,4,0,0,Very High,106.89694435020674,0.1515,0.2562229449480674
TXN-00013867,2024-03-01 12:05:15,391.57,CA,Travel,1,260.5,14.075434738310708,12,Desktop,macOS,Edge,2,0.4757825711797561,7,40,28,0.1897909649717315,0.1967415132858307,1,1,12,4,0,0,Very High,86.69587107875947,0.2801,0.1284655306253448
TXN-00013856,2024-03-01 12:05:15,31.21,OH,Gas Station,0,361.3,48.63500812285113,3,Tablet,Other,Edge,0,0.0555487844814196,1,64,1129,0.2849273910745061,0.5350400416326734,0,0,12,4,0,0,High,151.52833796806988,0.2229,0.2725795871113902
TXN-00013899,2024-03-01 12:05:15,46.84,OH,Gambling,0,180.3,50.9105526813989,5,Mobile,Linux,Chrome,2,0.108630279334773,13,40,1132,0.2565032621763428,0.1675129543284854,0,0,12,4,0,0,High,101.29472358895732,0.2968,0.1786156372263175
TXN-00013835,2024-03-01 12:05:15,278.94,IL,Travel,1,94.5,72.05203020257623,6,Mobile,Android,Safari,0,0.2202291220933565,10,29,1323,0.229892138815159,0.1782618579957962,0,0,12,4,0,0,High,153.01704757063249,0.2204,0.1913098784197509
TXN-00013922,2024-03-01 13:05:15,58.78,TX,Digital Goods,0,108.4,36.47426298358287,8,Tablet,Android,Edge,0,0.2799080704131991,7,34,746,0.1487749795860267,0.2919800720243418,0,0,13,4,0,0,Low,117.01556925988749,0.1575,0.15597758205685
TXN-00013925,2024-03-01 13:05:15,37.51,GA,Retail,0,65.1,57.55788589596656,2,Tablet,Windows,Chrome,1,0.4533368236296434,4,38,1282,0.3147173370042816,0.4444234989444122,1,1,13,4,0,0,Very Low,93.32947881503654,0.2621,0.1180603473750466
TXN-00013964,2024-03-01 13:05:15,32.24,OH,Retail,0,30.5,19.835363511099654,1,Mobile,iOS,Firefox,1,0.345618773934179,9,48,857,0.2778949540639961,0.2304124492469924,0,0,13,4,0,0,Very Low,95.61132534953632,0.2897,0.1719844471823625
TXN-00013938,2024-03-01 13:05:15,112.63,CA,Retail,0,62.7,122.9007026359107,3,Mobile,Android,Firefox,0,0.3299975183519336,16,62,533,0.1248245292135681,0.1983519254801077,0,0,13,4,0,0,Low,116.71071482713435,0.4251,0.2457456786954747
TXN-00013966,2024-03-01 13:05:15,70.42,CA,Department Store,1,18.0,55.44628269518016,6,Tablet,iOS,Firefox,1,0.1981429662679361,3,40,488,0.2719710331015981,0.5351786732557082,0,1,13,4,0,0,Very Low,27.240507319740203,0.2552,0.1408067537113969
TXN-00013933,2024-03-01 13:05:15,28.71,PA,Online Shopping,1,52.6,63.60934239439929,7,Desktop,Android,Other,0,0.2507596308853131,7,50,1438,0.092904740412363,0.5202058422177726,0,0,13,4,0,0,Low,114.8794208354344,0.3288,0.1007828259352829
TXN-00013921,2024-03-01 13:05:15,64.58,IL,Department Store,0,122.7,63.1098019282296,2,Mobile,Android,Firefox,2,0.3509745245966587,5,31,356,0.2189576295241199,0.0886089259508261,0,0,13,4,0,0,High,134.52154500107235,0.3786,0.03724171256961
TXN-00013978,2024-03-01 13:05:15,24.91,CA,Electronics,1,90.0,45.71286600863876,13,Desktop,macOS,Chrome,2,0.1294953071381362,5,43,1113,0.137770148312513,0.3932011361996579,0,0,13,4,0,0,Low,124.24821544750304,0.3269,0.4292753952869472
TXN-00013949,2024-03-01 13:05:15,62.69,IL,Gas Station,1,112.4,35.86804278202517,13,Desktop,Windows,Firefox,1,0.4560162638511127,8,36,1128,0.2806175587038673,0.3170846272502573,0,0,13,4,0,0,Low,122.79197598910206,0.2327,0.0056929277039265
TXN-00014004,2024-03-01 14:05:15,272.4,NY,ATM Withdrawal,1,75.1,10.190146854515902,9,Desktop,Windows,Other,1,0.390354853464242,15,56,383,0.0687525813141449,0.1063745577428542,0,0,14,4,0,0,High,54.98556102584933,0.3645,0.1412817619081411
TXN-00013984,2024-03-01 14:05:15,102.02,CA,Retail,1,43.3,45.64104943822781,6,Tablet,Windows,Firefox,0,0.1274515841527349,1,60,1185,0.2501626799378489,0.553385658938435,0,0,14,4,0,0,High,123.4613597133143,0.3261,0.1177550085462983
TXN-00014096,2024-03-01 15:05:15,29.65,FL,Online Shopping,1,52.6,23.537338494586727,10,Tablet,macOS,Firefox,0,0.0625625936563759,22,39,906,0.2871738118366163,0.299615195989488,0,0,15,4,0,0,Very High,77.18045653089214,0.3245,0.1443864588982422
TXN-00014050,2024-03-01 15:05:15,179.73,GA,Money Transfer,1,71.6,57.699229144633705,13,Mobile,iOS,Other,1,0.456536120545245,10,46,1267,0.5510027020185544,0.3611729202483793,0,0,15,4,0,0,High,119.60742006704406,0.1766,0.1574800829623004
TXN-00014088,2024-03-01 15:05:15,292.17,PA,Retail,1,47.7,68.62475244210607,8,Mobile,Windows,Safari,0,0.0977926584999381,10,29,1434,0.5125448351600626,0.4637678702575232,1,1,15,4,0,0,Very High,75.08073665578225,0.2541,0.2771819573880897
TXN-00014046,2024-03-01 15:05:15,45.26,FL,Grocery,1,78.8,23.187680185479557,11,Desktop,Windows,Chrome,0,0.2231695903342957,9,49,944,0.0910407390152533,0.1727322639902039,0,0,15,4,0,0,Low,111.06175941041629,0.3121,0.2644622017917818
TXN-00014093,2024-03-01 15:05:15,853.88,MI,Entertainment,1,122.4,26.22568418251646,10,Tablet,macOS,Edge,0,0.547087308080933,4,28,656,0.7770585422699616,0.118485916170323,0,1,15,4,0,0,Very High,74.86177563042341,0.2201,0.236849720865386
TXN-00014098,2024-03-01 15:05:15,4.31,IL,Grocery,0,95.2,23.839311836602324,6,Desktop,macOS,Edge,1,0.4712729199883372,9,24,845,0.2915681581486685,0.2760644176963778,0,0,15,4,0,0,Very Low,145.94539924357224,0.3951,0.1271378295399093
